"","id","track_name","size_bytes","currency","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num","vpp_lic"
"3836","941956069","Sprinkle of Jesus",29444096,"USD",0,485,34,3.5,2,"7.4.3","17+","Lifestyle",37,3,1,1
"3837","942003779","Sneaky Sneaky",491360256,"USD",2.99,300,32,4.5,4,"1.0.2","9+","Games",38,5,1,1
"3840","942413257","Weather - Radar - Storm with Morecast App",185079808,"USD",0,78,0,3.5,0,"3.8.2","4+","Weather",37,3,22,1
"3841","942435348","Runtastic Butt Workout & Booty Trainer Plans",94068736,"USD",0,222,16,4.5,5,"2.6.2","4+","Health & Fitness",37,5,14,1
"3843","942473930","Paper Monsters Recut",395749376,"USD",0.99,36,4,4,4,"1.2.9","4+","Games",37,5,1,1
"3844","942480934","The Collider 2",420882432,"USD",1.99,10,10,2,2,"1.0.0","4+","Games",37,5,1,1
"3845","942494098","Dude Perfect 2",103986176,"USD",0,28361,681,4.5,4.5,"1.6.1","4+","Games",40,5,6,1
"3846","942766453","Twilight Struggle",267043840,"USD",9.99,166,11,3.5,3.5,"1.1.1","12+","Games",24,5,1,1
"3847","942990867","My Om Nom",211459072,"USD",4.99,2074,32,4.5,4.5,"1.1.8","4+","Games",40,5,11,1
"3848","943101317","Small Town Terrors: Galdor's Bluff HD - A Magical Hidden Object Mystery (Full)",555175936,"USD",6.99,71,71,4.5,4.5,"1.0.0","9+","Games",24,5,3,1
"3849","943116454","Small Town Terrors: Galdor's Bluff - A Magical Hidden Object Mystery (Full)",555134976,"USD",2.99,17,17,4,4,"1.0.0","9+","Games",38,0,3,1
"3852","943419894","Dictator: Revolt",147761152,"USD",0.99,3939,5,4,4,"1.5.12","12+","Games",37,5,1,1
"3853","943438858","作业通-中小学搜题搜作文必备神器",18336768,"USD",0,0,0,0,0,"2.1.6","4+","Education",37,5,2,1
"3854","943453328","Dictator: Outbreak",148776960,"USD",0,10871,37,4,4,"1.5.12","12+","Games",37,5,1,1
"3855","943587620","Paribus - Rebates When Prices Drop",92841984,"USD",0,768,32,3,1.5,"2.9.0","4+","Finance",37,5,1,1
"3856","943594558","SpongeBob Bubble Party",126418944,"USD",0.99,171,44,4.5,4,"1.2","4+","Games",38,5,1,1
"3857","943753597","舞妓ドリル",18669568,"USD",0,0,0,0,0,"1.0.2","4+","Games",38,5,2,1
"3858","943837049","Around The World in 80 Days - Hidden Object Games",97043456,"USD",1.99,513,28,4.5,4,"3.0","4+","Games",38,5,11,1
"3859","943869618","Toca Kitchen 2",112056320,"USD",2.99,1858,346,4.5,4.5,"1.2.1","4+","Education",39,5,18,1
"3860","944011620","Amazon Alexa",78435328,"USD",0,3018,141,2,1.5,"2.0.2478","4+","Music",37,3,2,1
"3862","944165809","Kaiser 64",34856960,"USD",0.99,1,1,5,5,"1.1.3","9+","Games",38,4,2,1
"3864","944244620","Santa Spy Cam! I Caught Santa!",21561344,"USD",0.99,52,52,1,1,"2.2","4+","Games",43,0,1,1
"3865","944393180","The Sandbox Evolution - Craft a 2D Pixel Universe",171243520,"USD",0,3220,35,4.5,4.5,"1.3.0","4+","Games",37,5,3,1
"3866","944644383","Aftercut : Background Eraser & Easy Photo Editor",99231744,"USD",1.99,91,23,4.5,4.5,"3.29","4+","Photo & Video",37,5,13,1
"3867","944646397","ペットとあそぼ！- 声を選んで写真がしゃべる、しりとりゲームおしゃべりペット！犬・猫好き癒し系アプリ",8593408,"USD",0.99,1,1,3,3,"1.0.3","4+","Entertainment",38,2,1,1
"3868","944693166","MobileData - Mobile data usage with Today Widget",17748992,"USD",0.99,0,0,0,0,"1.2.5","4+","Utilities",37,4,2,1
"3870","944808246","Snow Leopard Simulator",106881024,"USD",0.99,837,837,4.5,4.5,"1.0","9+","Games",43,5,1,1
"3871","944808252","Stray Dog Simulator",127668224,"USD",0.99,2781,2499,4,4,"1.1","9+","Games",43,5,1,1
"3872","944985743","Evel Knievel",320951296,"USD",0,313,34,4.5,4,"1.0.10","4+","Games",38,5,1,1
"3873","945077360","Sling TV: A La Carte TV. Watch Live Shows & Sports",100124672,"USD",0,5693,476,2.5,4,"5.0.5","12+","Entertainment",37,5,1,1
"3874","945177811","Hyena Simulator",156360704,"USD",0.99,327,327,4.5,4.5,"1.0","9+","Games",40,5,1,1
"3876","945274928","Clash of Kings - CoK",157344768,"USD",0,23910,7,4.5,3.5,"2.44.0","9+","Games",38,5,20,1
"3877","945402023","Peg + Cat's Tree Problem",554023936,"USD",2.99,14,0,2.5,0,"2.1.1","4+","Education",24,5,1,1
"3878","945434433","SNCF",122186752,"USD",0,7,0,1.5,0,"7.22","4+","Travel",37,1,4,1
"3880","945621521","Quick Hit Slots – Casino Slot Machines Games",186679296,"USD",0,7646,46,4,4,"v2.2.21","17+","Games",38,5,1,1
"3881","945623719","Fairytale Fiasco - Royal Rescue",101302272,"USD",0,168,2,3.5,4.5,"1.4","4+","Games",38,5,11,1
"3882","945628768","デジラアプリ - データ容量のやりくりに",16304128,"USD",0,0,0,0,0,"29.10.18","12+","Utilities",40,5,2,1
"3885","945832041","Pulse Secure",45465600,"USD",0,53,2,2,1,"6.3.1","4+","Business",37,5,11,1
"3887","945991259","萌店-朋友圈的美味生活",85620736,"USD",0,0,0,0,0,"4.7.0","4+","Shopping",37,0,2,1
"3888","946099227","YAZIO – Calorie Counter & Nutrition Tracker",75785216,"USD",0,115,0,4.5,0,"4.2.0","4+","Health & Fitness",37,4,17,1
"3889","946168827","Virry Educational. Play, learn with real animals",131406848,"USD",0,50,0,3.5,0,"2.9.1","4+","Education",37,5,1,1
"3890","946382493","House of Terror VR",485908480,"USD",0,84,0,2.5,0,"4.8","12+","Games",40,5,1,1
"3891","946434924","Aerofly FS 2 Flight Simulator",2634030080,"USD",2.99,863,211,3.5,3.5,"2.4.7","4+","Games",37,5,1,1
"3892","946477821","Evoland",72448000,"USD",4.99,424,20,4,4.5,"1.3.1","9+","Games",40,5,8,1
"3893","946496840","Ball King",74174464,"USD",0,5834,131,4.5,4.5,"2.0.6","9+","Games",38,5,8,1
"3896","946811576","Game of Dice",187652096,"USD",0,3629,46,4.5,4.5,"2.5","12+","Games",38,5,7,1
"3897","946843913","好车无忧二手车—二手车买卖实体店",20352000,"USD",0,0,0,0,0,"3.3.4","4+","Lifestyle",38,0,2,1
"3898","946903436","I am Bread",1084654592,"USD",4.99,1394,439,3.5,4,"1.5","4+","Games",37,4,8,1
"3899","946930094","FineScanner Pro - PDF Document Scanner App + OCR",63974400,"USD",59.99,100,4,4,4.5,"6.2.5","4+","Business",37,5,12,1
"3900","947039079","Killer Clown Scare Prank",9056256,"USD",0.99,3,3,1.5,1.5,"1.0.0","12+","Entertainment",38,0,1,1
"3901","947281623","Video Call Santa Claus Christmas - Catch Kids Wish",68760576,"USD",0,228,190,2.5,2.5,"3.43","4+","Entertainment",37,5,1,1
"3903","947402822","Galaxy Trucker Pocket",118829056,"USD",4.99,259,3,5,4,"2.2.12","9+","Games",40,0,1,1
"3904","947529440","Osmo Masterpiece",191596544,"USD",0,247,0,3.5,0,"2.1.24","4+","Games",24,5,12,1
"3905","947548754","Paul Pixel - The Awakening",107995136,"USD",1.99,106,4,4.5,4,"1.8","9+","Games",37,5,3,1
"3906","947624478","Fix My Car: Garage Wars - Furious Street Mechanic!",83590144,"USD",1.99,181,25,3.5,3.5,"3.6","4+","Games",40,5,10,1
"3907","947644950","Amazon Prime Now",48007168,"USD",0,895,1,3,1,"4.0","4+","Shopping",37,0,1,1
"3908","947805279","Crane Connect",24176640,"USD",0,94,7,2,1,"1.5.8","4+","Health & Fitness",37,5,5,1
"3909","947824428","Hydra - Amazing Photography",16631808,"USD",4.99,249,3,3.5,3.5,"1.3.4","4+","Photo & Video",37,1,15,1
"3911","948089675","DropEraser",318803968,"USD",0,0,0,0,0,"1.4.2","4+","Games",40,5,1,1
"3912","948090890","MoonCatcher",8497152,"USD",0.99,0,0,0,0,"11.0","4+","Photo & Video",37,0,2,1
"3914","948201260","Classic Poker - Texas Holdem",103760896,"USD",0,110,9,4,4,"3.0.8","12+","Games",40,5,9,1
"3917","948478740","MacID",6208512,"USD",3.99,820,26,4,4.5,"1.3.6","4+","Utilities",37,5,2,1
"3918","948561621","City Police Car Driver Simulator – Drive Cops Auto",212642816,"USD",0,1238,36,4,4,"4.1","17+","Games",37,5,1,1
"3920","948618479","Women's Health 100 Tage Training ohne Geräte",39852032,"USD",0.99,0,0,0,0,"1.2.1","4+","Health & Fitness",38,0,1,1
"3921","948634806","New baseball board app BasePinBall",177752064,"USD",0,5,0,3,0,"1.0.4","4+","Games",40,5,2,1
"3922","948715059","Venture Kid",27722752,"USD",0.99,1333,372,4.5,4.5,"1.1","9+","Games",38,5,1,1
"3923","948757156","TwinSpires Official Kentucky Derby Wagering App",72011776,"USD",0,131,16,3,2,"1.4.10","17+","Sports",37,4,1,1
"3924","948781148","PopSwish Basketball by Andrew Wiggins",104709120,"USD",0,89,13,4,3.5,"1.2.008","17+","Games",37,0,1,1
"3925","948805709","SpongeBob: Sponge on the Run",171291648,"USD",3.99,481,2,4,2.5,"1.2.1","4+","Games",38,5,1,1
"3926","948857526","Transistor",2414573568,"USD",4.99,1250,141,4.5,4.5,"1.6","12+","Games",33,5,1,1
"3927","948861271","Owl Simulator",104480768,"USD",0.99,263,231,4,4.5,"1.1","9+","Games",43,5,1,1
"3928","948958859","SpongeBob's Game Frenzy",466039808,"USD",2.99,205,3,4,3,"1.5","4+","Games",38,4,1,1
"3929","949184293","Otaku quizzes from manga, and anime--Slice HEROES!",38242304,"USD",0,0,0,0,0,"4.1.3","17+","Games",37,0,1,1
"3930","949215818","Azerrz Sounds",106823680,"USD",0.99,71,71,4.5,4.5,"1.1","17+","Entertainment",38,0,1,1
"3931","949255899","Earn to Die 2 Lite",70754304,"USD",0,1147,1147,4.5,4.5,"1.0.8","12+","Games",39,5,1,1
"3932","949281035","You Stupid",24551424,"USD",0,2018,106,4,3,"1.4","4+","Games",38,3,1,1
"3933","949344041","LINE BROWN FARM",180995072,"USD",0,122,6,4.5,4.5,"2.1.0","4+","Games",37,5,1,1
"3934","949498190","iSlash Heroes",150040576,"USD",0,1170,0,4,0,"1.5.2","4+","Games",38,5,1,1
"3935","949701151","MORTAL KOMBAT X",1738707968,"USD",0,114475,1265,4.5,4.5,"1.13","17+","Games",39,5,13,1
"3937","949785353","Invasion: Modern Empire",150786048,"USD",0,4276,4,4,2.5,"1.34.60","12+","Games",38,5,16,1
"3938","949817566","出会い無料のチャット掲示板 LINK",26204160,"USD",0,0,0,0,0,"2.2.0","17+","Social Networking",37,0,2,1
"3939","949838009","Dreamdays: Count Down to the Days that Matter",52049920,"USD",0.99,7863,99,5,4,"1.3.7","4+","Utilities",37,0,12,1
"3940","949870726","Gear.Club - True Racing",2386132992,"USD",0,2793,71,4.5,4.5,"1.12.1","4+","Games",37,5,6,1
"3941","949876643","Lumyer - augmented reality camera effects",121899008,"USD",0,3896,251,4.5,5,"4.0.1","12+","Photo & Video",37,0,11,1
"3942","950022424","Jet: Online Shopping Deals & Bulk Wholesale Prices",203396096,"USD",0,9006,216,4.5,5,"3.7.2","4+","Shopping",37,5,1,1
"3943","950130103","Panther Simulator",138006528,"USD",0.99,476,476,4,4,"1.0","9+","Games",40,5,1,1
"3946","950279845","Questerium: Sinister Trinity, Collector's Edition HD (Full)",1176809472,"USD",6.99,243,243,4.5,4.5,"1.2","9+","Games",24,5,11,1
"3947","950299949","Riff Racer: Race Your Music",403729408,"USD",0.99,18,4,3.5,3,"1.1.4","4+","Games",37,4,5,1
"3948","950335311","Ulysses",97912832,"USD",24.99,498,29,4.5,5,"2.8.2","4+","Productivity",37,5,7,1
"3949","950386914","Sweet Shop",80953344,"USD",0.99,258,172,4,4,"1.0.3","4+","Games",38,5,16,1
"3950","950503358","Theory of evolution",42460160,"USD",0,0,0,0,0,"1.9","4+","Entertainment",40,3,2,1
"3951","950519698","VivaVideo PRO Best Video Editor & Movie Maker HD",135152640,"USD",2.99,442,42,4.5,5,"5.8.0","4+","Photo & Video",37,0,19,1
"3952","950527505","ニュース速報と災害地震速報が届くライフライン NewsDigest（ニュースダイジェスト）",96060416,"USD",0,0,0,0,0,"4.9.2","12+","News",37,5,1,1
"3954","950574221","Deck Heroes: Legacy",112683008,"USD",0,494,0,4,0,"10.8.0","17+","Games",40,5,1,1
"3955","950593464","Dr. Panda's Ice Cream Truck",205928448,"USD",1.99,445,294,4,4,"1.33","4+","Education",40,4,20,1
"3956","950593959","Dr. Panda Restaurant Asia",261428224,"USD",0,853,176,4.5,4,"1.2","4+","Education",40,4,15,1
"3958","950669893","Walking for Weight Loss: training plans, GPS, tips",111419392,"USD",0,397,52,3.5,4,"4.4.1","4+","Health & Fitness",37,0,10,1
"3959","950795722","Prodigy Math Game",10961920,"USD",0,6683,6051,4.5,4.5,"1.6","9+","Education",37,5,1,1
"3960","950812012","Alto's Adventure",128664576,"USD",4.99,7824,458,4.5,4.5,"1.4.2","9+","Games",38,5,19,1
"3961","950823223","Whispering Willows",1595742208,"USD",4.99,57,8,4,4,"1.41","12+","Games",40,5,1,1
"3962","950902520","Polaroid Print App - ZIP",85582848,"USD",0,631,44,1.5,1.5,"3.1","4+","Photo & Video",37,0,22,1
"3965","950955524","Card Crawl",147526656,"USD",2.99,1461,79,4.5,5,"2.2.8","12+","Games",37,5,1,1
"3967","950984120","Krosmaster Arena",383136768,"USD",0,91,30,2.5,2.5,"1.9.5","9+","Games",26,5,1,1
"3968","951177560","Dark Echo",92751872,"USD",1.99,3542,38,4.5,4.5,"1.3.1","12+","Games",40,5,10,1
"3969","951346423","The Line Zen",28614656,"USD",0,16674,3641,4.5,4.5,"1.1.1","4+","Games",40,5,1,1
"3970","951350964","Bachify",98627584,"USD",1.99,88,50,3.5,3.5,"1.0.1.50","12+","Photo & Video",37,0,1,1
"3971","951364656","ZigZag",120344576,"USD",0,104502,20813,4.5,4,"1.2.1","4+","Games",40,4,1,1
"3972","951417499","Touchdown Hero",163222528,"USD",0,6570,152,4.5,4.5,"2.5","4+","Games",38,5,1,1
"3973","951536298","がんばれルルロロ！かさねてブロック",36737024,"USD",0,0,0,0,0,"1.1","4+","Games",40,4,1,1
"3975","951615217","オーブGETマルチ掲示板！ for モンスト",10363904,"USD",0,0,0,0,0,"1.1.2","17+","Entertainment",38,3,1,1
"3976","951627022","Scanner App by Photomyne: Scan & Auto-Crop Photos",71397376,"USD",1.99,2582,568,4.5,5,"5.4","4+","Photo & Video",37,5,11,1
"3977","951627425","DRAGON BALL Z DOKKAN BATTLE",116492288,"USD",0,5362,796,4,4,"3.0.1","9+","Games",40,4,4,1
"3980","951704333","Filterra – Photo Editor, Effects for Pictures",99465216,"USD",0,14744,2178,4.5,4.5,"1.10","4+","Photo & Video",37,5,13,1
"3981","951744068","Traffic Rider",244306944,"USD",0,14592,1085,4.5,4.5,"1.4","4+","Games",40,5,18,1
"3982","951761438","Cool Wallpapers for Pokemon",18546688,"USD",0,3694,3041,5,5,"2.7","4+","Photo & Video",37,0,1,1
"3983","951876055","Kiwake Alarm Clock - Take back your mornings",57243648,"USD",2.99,1536,9,4,3.5,"2.6.5","4+","Lifestyle",37,0,11,1
"3984","951937596","Microsoft Outlook - email and calendar",185139200,"USD",0,32807,178,3.5,4.5,"2.27.0","4+","Productivity",37,5,58,1
"3985","951971414","TankTrouble - Mobile Mayhem",19456000,"USD",1.99,42,26,4,4,"1.0.7","9+","Games",43,5,1,1
"3988","952549036","SOUND Canvas",73953280,"USD",19.99,36,7,4,2.5,"1.2.1","4+","Music",25,3,1,1
"3989","952553927","パチスロ黄門ちゃま 喝",1637367808,"USD",14.99,0,0,0,0,"1.0.0","12+","Games",40,0,1,0
"3990","952555810","Ski Safari 2",223045632,"USD",0.99,919,12,4.5,5,"1.5.1","4+","Games",37,4,8,1
"3991","952561811","3D Maze Level 100",111026176,"USD",0,22,6,4.5,4.5,"2.1","4+","Games",38,5,2,1
"3992","952578897","LOL Movie: Change your face + voice!",64729088,"USD",0,849,61,4.5,4,"1.4","4+","Photo & Video",38,5,14,1
"3994","952632588","Export Messages - Save Print Backup Recover Text SMS iMessages",8663040,"USD",4.99,284,275,3.5,3.5,"1.1","4+","Entertainment",38,0,1,1
"3995","952658839","Oil Hunt",243789824,"USD",0,403,66,3.5,3.5,"4.1.0","4+","Games",37,5,1,1
"3996","952658953","Her Story",1881128960,"USD",2.99,346,346,4,4,"1.1","17+","Games",38,4,1,1
"3997","952694580","Keep - 移动健身教练 自由运动场",168207360,"USD",0,550,2,4.5,3.5,"4.1.0","17+","Health & Fitness",37,5,3,1
"3998","952715194","King of Thieves",183342080,"USD",0,20911,142,4.5,4.5,"2.18","9+","Games",38,5,13,1
"3999","952871251","Music Freedom - Unlimited Free MP3 Music Streaming",22730752,"USD",0,1246,9,4,4,"1.3.8","12+","Music",37,3,1,1
"4000","952877179","VR Roller Coaster",169523200,"USD",0,107,102,3.5,3.5,"2.0.0","4+","Games",37,5,1,1
"4001","952929696","Furdemption - A Quest For Wings",38349824,"USD",2.99,703,39,5,5,"1.3.5","12+","Games",38,4,11,1
"4002","953036666","平安WiFi-手机必备的万能WiFi上网钥匙",56961024,"USD",0,16,0,4,0,"4.8.4","17+","Utilities",38,0,1,1
"4003","953086535","Cryptomator - Cloud Storage Encryption",33991680,"USD",4.99,32,2,4.5,5,"1.2.2","4+","Productivity",37,5,4,1
"4004","953230894","Odd Squad: Blob Chase",485670912,"USD",1.99,38,17,3.5,4,"2.0","4+","Education",26,5,1,1
"4006","953426154","Be Focused Pro - Focus timer & Goal Tracker",45358080,"USD",1.99,643,133,4.5,4.5,"1.6","4+","Productivity",37,5,1,1
"4007","953454701","センバツLIVE!2017／第89回選抜高校野球大会公式アプリ",60797952,"USD",0,0,0,0,0,"5.5.4","4+","News",37,0,0,1
"4008","953511734","Bestie-Beauty Camera 360 & Portrait Selfie Editor",107235328,"USD",0,1035,6,4.5,4.5,"3.9.90","4+","Photo & Video",37,0,15,1
"4011","953831664","1+2=3",21727232,"USD",0,2816,37,4,3.5,"9.13.0","4+","Games",37,4,1,1
"4012","953876014","Sabertooth Tiger Simulator",122327040,"USD",0.99,323,323,4.5,4.5,"1.0","9+","Games",43,5,1,1
"4013","953917544","一筆書きゲーム！無料パズルで脳トレしよう！ by だーぱん",57066496,"USD",0,0,0,0,0,"1.3.0","4+","Games",38,0,1,1
"4014","953923489","Play Basketball Hoops 2017 - Real slam dunks game",175461376,"USD",0,751,16,3,4,"5.0","4+","Games",40,5,1,1
"4015","953936584","Tower Knights!",310361088,"USD",0,334,24,4,4.5,"1.4.0","4+","Games",37,5,11,1
"4016","953940121","ダウト～嘘つきオトコは誰？～",373496832,"USD",0,8,0,4,0,"3.6","17+","Games",38,5,1,1
"4017","953946902","Divide By Sheep",153575424,"USD",2.99,138,99,4.5,4.5,"1.2","12+","Games",38,4,1,1
"4018","953953312","Video Saver & Uploader-Save & Upload your Photo&Movie",11715584,"USD",0.99,1754,684,4,4,"1.8","4+","Photo & Video",40,5,1,1
"4019","953969225","Snow Roll",36985856,"USD",0,1533,17,4,4,"1.1.11","4+","Games",38,5,11,1
"4022","954205285","戦艦帝国-200艘の実在戦艦を集めろ (2周年記念&世界2000万DL)",127147008,"USD",0,12,1,4,2,"1.0.19","12+","Games",40,5,0,1
"4024","954323480","Minesweeper - Widget Edition",1126400,"USD",0.99,52,2,4,5,"1.1","4+","Games",37,4,1,1
"4025","954372033","Musical Video Creator Music+Videos illuminati Pro",17254400,"USD",0,1588,40,3.5,3.5,"3.0","17+","Entertainment",38,1,1,1
"4026","954549897","Fear For Sale: The 13 Keys HD - A Scary Hidden Object Mystery (Full)",1591455744,"USD",6.99,90,15,4,3.5,"1.0.2","9+","Games",24,5,4,1
"4027","954724812","同花顺至尊版",126493696,"USD",0.99,67,1,4.5,1,"10.10.46","4+","Finance",37,0,1,1
"4029","954779921","特种部队-跨服竞技TCG军事策略游戏",140282880,"USD",0,17,0,5,0,"2.0.2","12+","Games",40,5,1,1
"4030","955102484","Unblue",3767296,"USD",2.99,424,2,1.5,4.5,"1.5.8","17+","Productivity",37,2,2,1
"4031","955157084","Mr Jump",66228224,"USD",0,33282,286,4.5,4.5,"3.4","4+","Games",37,5,14,1
"4032","955170175","Zig Zag Boom",113618944,"USD",0,3242,765,4.5,4.5,"1.3.2","4+","Games",40,5,1,1
"4034","955260074","Chrome Death",81897472,"USD",0,234,17,3.5,4.5,"1.0.5","9+","Games",37,5,1,1
"4035","955266964","Create Musical Vids - Dubsmash & Musical.ly Edition - Record yourself saying the best sounds",20520960,"USD",1.99,51,43,3.5,3.5,"1.3","12+","Entertainment",40,2,1,1
"4036","955286870","CPlus for Craigslist app - mobile classifieds",120219648,"USD",0,13345,2788,5,5,"3.0.0","17+","Catalogs",37,5,1,1
"4037","955290679","Domino Drop",43565056,"USD",1.99,2272,2150,4.5,4.5,"1.0.1","4+","Games",40,5,13,1
"4038","955298998","Pursuit of Light",33284096,"USD",0.99,2114,178,4.5,4.5,"1.1.2","4+","Games",38,5,6,1
"4039","955327604","Jelly Jump",249597952,"USD",0,48694,7168,4.5,4.5,"1.4","4+","Games",40,5,1,1
"4040","955387547","Green the Planet",14761984,"USD",0,5660,1036,4.5,4.5,"1.1.3","4+","Games",38,5,2,1
"4042","955682952","Century City",83817472,"USD",0,20147,381,4.5,4.5,"3.4.0","12+","Games",37,5,1,1
"4043","955705796","MARVEL Future Fight",1350787072,"USD",0,20906,433,4.5,4.5,"3.0.0","9+","Games",38,5,15,1
"4045","955832188","Baby Cries Translator",16435200,"USD",2.99,12,0,1.5,0,"2.8","4+","Health & Fitness",37,0,4,1
"4046","955957721","Storm Radar",93304832,"USD",0,22792,1563,4.5,3.5,"1.9.9","4+","Weather",37,5,31,1
"4047","955962995","Boom Boom Soccer",169730048,"USD",0,91,91,3,3,"1.0.1","9+","Games",38,5,1,1
"4050","956373528","The Lost Heir: The Fall of Daria",47482880,"USD",2.99,253,140,5,5,"1.1.0","12+","Games",38,5,1,1
"4054","956794130","""HOOK""",76611584,"USD",0.99,959,150,5,5,"1.04","4+","Games",40,5,1,1
"4055","956811074","Carbo - Handwriting in the Digital Age",55131136,"USD",7.99,39,0,3.5,0,"1.4.3","4+","Productivity",37,5,13,1
"4056","957124541","Tsuro - The Game of the Path",104660992,"USD",2.99,539,166,4.5,4.5,"1.3","4+","Games",38,4,5,1
"4057","957212695","Sisters: A Virtual Reality Ghost Story",306997248,"USD",0,251,59,4,4,"2.0","12+","Entertainment",37,0,1,1
"4058","957255155","Disney Magical Dice",270143488,"USD",0,947,172,4,4.5,"1.1.0","4+","Games",38,5,15,1
"4060","957302048","Battle Supremacy: Evolution",1114858496,"USD",4.99,308,117,3.5,3.5,"1.1.0","9+","Games",37,5,1,1
"4061","957316969","Psych",38133760,"USD",0,635,136,4,4.5,"1.02","4+","Games",40,4,1,1
"4062","957442616","Fleet Air Travel Guide & Airport Directory",51909632,"USD",0,105,6,3.5,5,"3.0.4","4+","Travel",37,0,15,1
"4063","957471210","Disney Color and Play",193829888,"USD",0,658,1,3,5,"1.96","4+","Entertainment",37,5,1,1
